Image_Path,Predicted_Class,Ground_Truth
ed4/alldata/3/73.png,4,4
ed4/alldata/2/380.png,4,4
ed4/alldata/1/397.png,0,0
ed4/alldata/3/303.png,3,3
ed4/alldata/4/47.png,1,2
ed4/alldata/4/182.png,4,4
ed4/alldata/2/250.png,0,0
ed4/alldata/5/545.png,2,3
ed4/alldata/3/246.png,4,4
ed4/alldata/3/230.png,2,2
ed4/alldata/1/39.png,3,3
ed4/alldata/2/407.png,0,0
ed4/alldata/5/622.png,3,3
ed4/alldata/1/154.png,2,2
ed4/alldata/1/466.png,1,1
ed4/alldata/5/218.png,2,3
ed4/alldata/5/25.png,0,0
ed4/alldata/5/103.png,3,3
ed4/alldata/5/131.png,0,0
ed4/alldata/2/2.png,0,2
ed4/alldata/4/43.png,2,2
ed4/alldata/2/291.png,3,3
ed4/alldata/3/360.png,4,4
ed4/alldata/5/674.png,2,2
ed4/alldata/5/450.png,3,3
ed4/alldata/2/310.png,3,4
ed4/alldata/5/293.png,1,1
ed4/alldata/5/583.png,3,4
ed4/alldata/2/74.png,2,4
ed4/alldata/3/147.png,2,3
ed4/alldata/5/572.png,4,3
ed4/alldata/3/337.png,3,4
ed4/alldata/3/92.png,1,1
ed4/alldata/3/177.png,0,0
ed4/alldata/2/364.png,4,3
ed4/alldata/2/133.png,0,1
ed4/alldata/5/529.png,4,3
ed4/alldata/4/338.png,0,0
ed4/alldata/5/316.png,2,2
ed4/alldata/2/194.png,3,4
ed4/alldata/3/398.png,1,0
ed4/alldata/1/130.png,3,2
ed4/alldata/1/27.png,0,0
ed4/alldata/5/684.png,0,0
ed4/alldata/3/193.png,2,2
ed4/alldata/2/106.png,2,2
ed4/alldata/3/409.png,4,3
ed4/alldata/2/403.png,1,1
ed4/alldata/2/394.png,4,4
ed4/alldata/3/465.png,2,4
ed4/alldata/3/463.png,0,0
ed4/alldata/5/481.png,4,4
ed4/alldata/4/259.png,3,4
ed4/alldata/5/121.png,1,1
ed4/alldata/1/461.png,2,3
ed4/alldata/3/443.png,2,4
ed4/alldata/4/2.png,4,4
ed4/alldata/5/268.png,2,4
ed4/alldata/3/431.png,4,3
ed4/alldata/5/44.png,2,2
ed4/alldata/2/140.png,1,1
ed4/alldata/1/292.png,0,0
ed4/alldata/1/47.png,2,3
ed4/alldata/3/272.png,2,2
ed4/alldata/3/73.png,0,0
ed4/alldata/2/380.png,2,2
ed4/alldata/1/397.png,0,0
ed4/alldata/3/303.png,1,0
ed4/alldata/4/47.png,3,4
ed4/alldata/4/182.png,1,2
ed4/alldata/2/250.png,0,1
ed4/alldata/5/545.png,1,1
ed4/alldata/3/246.png,4,4
ed4/alldata/3/230.png,2,2
ed4/alldata/1/39.png,3,4
ed4/alldata/2/407.png,1,1
ed4/alldata/5/622.png,4,4
ed4/alldata/1/154.png,1,4
ed4/alldata/1/466.png,2,4
ed4/alldata/5/218.png,0,0
ed4/alldata/5/25.png,4,4
ed4/alldata/5/103.png,0,0
ed4/alldata/5/131.png,4,3
ed4/alldata/2/2.png,4,4
ed4/alldata/4/43.png,3,3
ed4/alldata/2/291.png,1,0
ed4/alldata/3/360.png,4,3
ed4/alldata/5/674.png,2,2
ed4/alldata/5/450.png,2,3
ed4/alldata/2/310.png,1,1
ed4/alldata/5/293.png,0,0
ed4/alldata/5/583.png,4,4
ed4/alldata/2/74.png,4,3
ed4/alldata/3/147.png,4,4
ed4/alldata/5/572.png,1,1
ed4/alldata/3/337.png,1,1
ed4/alldata/3/92.png,0,0
ed4/alldata/3/177.png,1,1
ed4/alldata/2/364.png,4,4
ed4/alldata/2/133.png,4,4
ed4/alldata/5/529.png,3,3
ed4/alldata/4/338.png,0,0
ed4/alldata/5/316.png,2,2
ed4/alldata/2/194.png,3,4
ed4/alldata/3/398.png,1,2
ed4/alldata/1/130.png,4,4
ed4/alldata/1/27.png,2,4
ed4/alldata/5/684.png,0,1
ed4/alldata/3/193.png,3,3
ed4/alldata/2/106.png,1,1
ed4/alldata/3/409.png,0,0
ed4/alldata/2/403.png,0,0
ed4/alldata/2/394.png,4,4
ed4/alldata/3/465.png,4,4
ed4/alldata/3/463.png,4,4
ed4/alldata/5/481.png,1,2
ed4/alldata/4/259.png,0,2
ed4/alldata/5/121.png,2,2
ed4/alldata/1/461.png,4,4
ed4/alldata/3/443.png,2,4
ed4/alldata/4/2.png,0,0
ed4/alldata/5/268.png,4,4
ed4/alldata/3/431.png,4,4
ed4/alldata/5/44.png,1,1
ed4/alldata/2/140.png,2,2
ed4/alldata/1/292.png,0,0
ed4/alldata/1/47.png,4,4
ed4/alldata/3/272.png,0,1
ed4/alldata/3/73.png,0,1
ed4/alldata/2/380.png,0,0
ed4/alldata/1/397.png,3,3
ed4/alldata/3/303.png,0,0
ed4/alldata/4/47.png,2,2
ed4/alldata/4/182.png,2,1
ed4/alldata/2/250.png,1,3
ed4/alldata/5/545.png,3,4
ed4/alldata/3/246.png,3,2
ed4/alldata/3/230.png,4,4
ed4/alldata/1/39.png,3,3
ed4/alldata/2/407.png,2,3
ed4/alldata/5/622.png,4,4
ed4/alldata/1/154.png,3,3
ed4/alldata/1/466.png,1,1
ed4/alldata/5/218.png,0,0
ed4/alldata/5/25.png,2,2
ed4/alldata/5/103.png,3,3
ed4/alldata/5/131.png,3,3
ed4/alldata/2/2.png,0,1
ed4/alldata/4/43.png,3,3
ed4/alldata/2/291.png,1,2
ed4/alldata/3/360.png,0,0
ed4/alldata/5/674.png,3,3
ed4/alldata/5/450.png,1,1
ed4/alldata/2/310.png,4,3
ed4/alldata/5/293.png,2,2
ed4/alldata/5/583.png,4,4
ed4/alldata/2/74.png,0,0
ed4/alldata/3/147.png,1,0
ed4/alldata/5/572.png,1,2
ed4/alldata/3/337.png,2,4
ed4/alldata/3/92.png,2,2
ed4/alldata/3/177.png,1,1
ed4/alldata/2/364.png,2,3
ed4/alldata/2/133.png,1,0
ed4/alldata/5/529.png,1,1
ed4/alldata/4/338.png,4,4
ed4/alldata/5/316.png,2,2
ed4/alldata/2/194.png,4,4
ed4/alldata/3/398.png,4,4
ed4/alldata/1/130.png,0,0
ed4/alldata/1/27.png,3,3
ed4/alldata/5/684.png,4,4
ed4/alldata/3/193.png,4,4
ed4/alldata/2/106.png,3,2
ed4/alldata/3/409.png,3,3
ed4/alldata/2/403.png,3,3
ed4/alldata/2/394.png,2,2
ed4/alldata/3/465.png,3,4
ed4/alldata/3/463.png,4,4
ed4/alldata/5/481.png,4,4
ed4/alldata/4/259.png,4,4
ed4/alldata/5/121.png,3,3
ed4/alldata/1/461.png,3,3
ed4/alldata/3/443.png,2,2
ed4/alldata/4/2.png,1,1
ed4/alldata/5/268.png,4,4
ed4/alldata/3/431.png,1,1
ed4/alldata/5/44.png,1,2
ed4/alldata/2/140.png,0,0
ed4/alldata/1/292.png,4,4
ed4/alldata/1/47.png,2,2
ed4/alldata/3/272.png,2,3
ed4/alldata/3/73.png,1,0
ed4/alldata/2/380.png,2,4
ed4/alldata/1/397.png,1,2
ed4/alldata/3/303.png,0,0
ed4/alldata/4/47.png,3,4
ed4/alldata/4/182.png,1,2
ed4/alldata/2/250.png,0,0
ed4/alldata/5/545.png,1,4
ed4/alldata/3/246.png,2,2
ed4/alldata/3/230.png,4,4
ed4/alldata/1/39.png,3,4
ed4/alldata/2/407.png,4,4
ed4/alldata/5/622.png,3,2
ed4/alldata/1/154.png,3,3
ed4/alldata/1/466.png,3,3
ed4/alldata/5/218.png,0,1
ed4/alldata/5/25.png,4,4
ed4/alldata/5/103.png,4,3
ed4/alldata/5/131.png,3,3
ed4/alldata/2/2.png,2,2
ed4/alldata/4/43.png,1,0
ed4/alldata/2/291.png,4,4
ed4/alldata/3/360.png,0,0
ed4/alldata/5/674.png,4,4
ed4/alldata/5/450.png,1,1
ed4/alldata/2/310.png,3,4
ed4/alldata/5/293.png,1,2
ed4/alldata/5/583.png,0,0
ed4/alldata/2/74.png,3,3
ed4/alldata/3/147.png,1,1
ed4/alldata/5/572.png,4,4
ed4/alldata/3/337.png,0,0
ed4/alldata/3/92.png,3,4
ed4/alldata/3/177.png,0,0
ed4/alldata/2/364.png,4,4
ed4/alldata/2/133.png,0,0
ed4/alldata/5/529.png,1,1
ed4/alldata/4/338.png,0,0
ed4/alldata/5/316.png,2,3
ed4/alldata/2/194.png,0,1
ed4/alldata/3/398.png,4,4
ed4/alldata/1/130.png,2,0
ed4/alldata/1/27.png,4,4
ed4/alldata/5/684.png,3,3
ed4/alldata/3/193.png,3,3
ed4/alldata/2/106.png,0,1
ed4/alldata/3/409.png,2,2
ed4/alldata/2/403.png,4,4
ed4/alldata/2/394.png,1,1
ed4/alldata/3/465.png,3,4
ed4/alldata/3/463.png,1,1
ed4/alldata/5/481.png,3,3
ed4/alldata/4/259.png,4,3
ed4/alldata/5/121.png,1,0
ed4/alldata/1/461.png,0,0
ed4/alldata/3/443.png,0,0
ed4/alldata/4/2.png,1,2
ed4/alldata/5/268.png,2,2
ed4/alldata/3/431.png,4,4
ed4/alldata/5/44.png,1,2
ed4/alldata/2/140.png,4,4
ed4/alldata/1/292.png,0,0
ed4/alldata/1/47.png,4,4
ed4/alldata/3/272.png,3,3
ed4/alldata/3/73.png,4,4
ed4/alldata/2/380.png,0,0
ed4/alldata/1/397.png,2,2
ed4/alldata/3/303.png,0,0
ed4/alldata/4/47.png,1,1
ed4/alldata/4/182.png,3,3
ed4/alldata/2/250.png,3,3
ed4/alldata/5/545.png,4,4
ed4/alldata/3/246.png,0,0
ed4/alldata/3/230.png,4,4
ed4/alldata/1/39.png,0,0
ed4/alldata/2/407.png,0,1
ed4/alldata/5/622.png,0,1
ed4/alldata/1/154.png,4,4
ed4/alldata/1/466.png,3,3
ed4/alldata/5/218.png,2,2
ed4/alldata/5/25.png,4,4
ed4/alldata/5/103.png,3,3
ed4/alldata/5/131.png,0,1
ed4/alldata/2/2.png,0,0
ed4/alldata/4/43.png,4,4
ed4/alldata/2/291.png,1,2
ed4/alldata/3/360.png,1,1
ed4/alldata/5/674.png,2,2
ed4/alldata/5/450.png,0,1
ed4/alldata/2/310.png,4,4
ed4/alldata/5/293.png,4,4
ed4/alldata/5/583.png,0,0
ed4/alldata/2/74.png,3,2
ed4/alldata/3/147.png,4,4
ed4/alldata/5/572.png,4,4
ed4/alldata/3/337.png,1,1
ed4/alldata/3/92.png,2,2
ed4/alldata/3/177.png,4,4
ed4/alldata/2/364.png,1,0
ed4/alldata/2/133.png,4,4
ed4/alldata/5/529.png,2,2
ed4/alldata/4/338.png,3,3
ed4/alldata/5/316.png,1,0
ed4/alldata/2/194.png,4,3
ed4/alldata/3/398.png,4,4
ed4/alldata/1/130.png,0,0
ed4/alldata/1/27.png,2,2
ed4/alldata/5/684.png,0,0
ed4/alldata/3/193.png,1,1
ed4/alldata/2/106.png,2,4
ed4/alldata/3/409.png,2,2
ed4/alldata/2/403.png,2,3
ed4/alldata/2/394.png,0,2
ed4/alldata/3/465.png,2,2
ed4/alldata/3/463.png,4,4
ed4/alldata/5/481.png,1,1
ed4/alldata/4/259.png,0,1
ed4/alldata/5/121.png,0,0
ed4/alldata/1/461.png,3,4
ed4/alldata/3/443.png,1,1
ed4/alldata/4/2.png,2,2
ed4/alldata/5/268.png,2,2
ed4/alldata/3/431.png,1,1
ed4/alldata/5/44.png,0,0
ed4/alldata/2/140.png,0,0
ed4/alldata/1/292.png,2,3
ed4/alldata/1/47.png,0,0
ed4/alldata/3/272.png,4,4
ed4/alldata/3/73.png,4,3
ed4/alldata/2/380.png,1,1
ed4/alldata/1/397.png,3,4
ed4/alldata/3/303.png,1,1
ed4/alldata/4/47.png,2,1
ed4/alldata/4/182.png,4,4
ed4/alldata/2/250.png,3,3
ed4/alldata/5/545.png,3,4
ed4/alldata/3/246.png,3,3
ed4/alldata/3/230.png,4,4
ed4/alldata/1/39.png,1,1
ed4/alldata/2/407.png,2,2
ed4/alldata/5/622.png,0,0
ed4/alldata/1/154.png,0,0
ed4/alldata/1/466.png,2,2
ed4/alldata/5/218.png,3,4
ed4/alldata/5/25.png,4,4
ed4/alldata/5/103.png,3,3
ed4/alldata/5/131.png,3,2
ed4/alldata/2/2.png,4,4
ed4/alldata/4/43.png,2,2
ed4/alldata/2/291.png,0,0
ed4/alldata/3/360.png,3,3
ed4/alldata/5/674.png,4,4
ed4/alldata/5/450.png,4,4
ed4/alldata/2/310.png,4,4
ed4/alldata/5/293.png,1,2
ed4/alldata/5/583.png,0,1
ed4/alldata/2/74.png,0,0
ed4/alldata/3/147.png,0,0
ed4/alldata/5/572.png,3,3
ed4/alldata/3/337.png,1,1
ed4/alldata/3/92.png,0,0
ed4/alldata/3/177.png,0,2
ed4/alldata/2/364.png,3,2
ed4/alldata/2/133.png,1,1
ed4/alldata/5/529.png,0,1
ed4/alldata/4/338.png,2,2
ed4/alldata/5/316.png,2,1
ed4/alldata/2/194.png,1,3
ed4/alldata/3/398.png,1,0
ed4/alldata/1/130.png,2,2
ed4/alldata/1/27.png,1,0
ed4/alldata/5/684.png,0,4
ed4/alldata/3/193.png,4,4
ed4/alldata/2/106.png,4,3
ed4/alldata/3/409.png,4,4
ed4/alldata/2/403.png,2,2
ed4/alldata/2/394.png,1,1
ed4/alldata/3/465.png,0,1
ed4/alldata/3/463.png,1,1
ed4/alldata/5/481.png,4,4
ed4/alldata/4/259.png,4,3
ed4/alldata/5/121.png,2,1
ed4/alldata/1/461.png,0,1
ed4/alldata/3/443.png,3,4
ed4/alldata/4/2.png,2,1
ed4/alldata/5/268.png,1,4
ed4/alldata/3/431.png,2,1
ed4/alldata/5/44.png,1,1
ed4/alldata/2/140.png,3,4
ed4/alldata/1/292.png,1,1
ed4/alldata/1/47.png,3,1
ed4/alldata/3/272.png,4,4
ed4/alldata/3/73.png,2,2
ed4/alldata/2/380.png,1,1
ed4/alldata/1/397.png,4,4
ed4/alldata/3/303.png,2,2
ed4/alldata/4/47.png,4,4
ed4/alldata/4/182.png,0,0
ed4/alldata/2/250.png,2,3
ed4/alldata/5/545.png,3,2
ed4/alldata/3/246.png,4,4
ed4/alldata/3/230.png,1,1
ed4/alldata/1/39.png,0,0
ed4/alldata/2/407.png,3,3
ed4/alldata/5/622.png,4,4
ed4/alldata/1/154.png,3,4
ed4/alldata/1/466.png,1,1
ed4/alldata/5/218.png,0,0
ed4/alldata/5/25.png,4,4
ed4/alldata/5/103.png,4,4
ed4/alldata/5/131.png,3,4
ed4/alldata/2/2.png,3,3
ed4/alldata/4/43.png,3,4
ed4/alldata/2/291.png,3,3
ed4/alldata/3/360.png,1,0
